sep=,
5087,NL 758250872,24-07-2025,05:05:51,!,8200,0,40,9800
5087,NL 758250872,22-07-2025,10:56:51,OK,4840,-,-,9800
5087,NL 758250872,22-07-2025,00:00:51,OK,5430,-,-,9800
5087,NL 758250872,21-07-2025,11:51:46,OK,6390,-,-,9800
5087,NL 758250872,20-07-2025,20:41:10,OK,4520,-,-,9800
5087,NL 758250872,20-07-2025,08:57:21,OK,10510,-,-,9800
5087,NL 758250872,19-07-2025,09:27:06,OK,10030,-,-,9800
5087,NL 758250872,18-07-2025,12:59:25,OK,7330,-,-,9800
5087,NL 758250872,17-07-2025,20:12:59,OK,7360,-,-,9800
5087,NL 758250872,17-07-2025,04:45:12,OK,5000,-,-,9800
5087,NL 758250872,16-07-2025,17:17:47,OK,5760,-,-,9800
5087,NL 758250872,16-07-2025,05:03:51,OK,8580,-,-,9800
5087,NL 758250872,15-07-2025,11:00:47,OK,6860,-,-,9800
5087,NL 758250872,14-07-2025,20:14:57,OK,6310,-,-,9800
5087,NL 758250872,14-07-2025,06:14:07,OK,6630,-,-,9800
5087,NL 758250872,13-07-2025,14:30:26,OK,11500,-,-,9800
5087,NL 758250872,12-07-2025,09:42:31,OK,12110,-,-,9800
5087,NL 758250872,11-07-2025,09:43:25,OK,10810,-,-,9800
5087,NL 758250872,10-07-2025,13:08:47,OK,9140,-,-,9800
5087,NL 758250872,09-07-2025,19:14:11,OK,4880,-,-,9800
5087,NL 758250872,09-07-2025,08:35:29,OK,13250,-,-,9800
5087,NL 758250872,08-07-2025,06:29:10,OK,11760,-,-,9800
5087,NL 758250872,07-07-2025,07:07:59,!,8520,-,-,9800
5087,NL 758250872,06-07-2025,13:22:45,OK,12570,-,-,9800
5087,NL 758250872,05-07-2025,14:08:52,OK,14630,-,-,9800
5087,NL 758250872,04-07-2025,14:10:59,!,4760,-,-,9800
5087,NL 758250872,04-07-2025,05:29:21,!,4690,-,-,9800
5087,NL 758250872,03-07-2025,18:41:33,OK,14360,-,-,9800
5087,NL 758250872,02-07-2025,13:46:07,OK,18990,-,-,9800
5087,NL 758250872,01-07-2025,05:44:12,OK,10310,-,-,9800
5087,NL 758250872,30-06-2025,12:59:12,OK,13660,-,-,9800
5087,NL 758250872,29-06-2025,16:53:27,OK,6790,-,-,9800
5087,NL 758250872,29-06-2025,04:59:32,OK,15200,-,-,9800
5087,NL 758250872,28-06-2025,05:56:32,OK,15780,-,-,9800
5087,NL 758250872,27-06-2025,08:15:45,OK,9550,-,-,9800
5087,NL 758250872,26-06-2025,18:01:34,OK,9480,-,-,9800
5087,NL 758250872,26-06-2025,04:37:17,OK,6710,-,-,9800
5087,NL 758250872,25-06-2025,17:37:41,OK,13770,-,-,9800
5087,NL 758250872,24-06-2025,20:47:57,OK,10770,1,4,9800
5087,NL 758250872,24-06-2025,05:45:24,OK,8560,-,-,9800
5150,NL 658751509,24-07-2025,05:57:28,OK,16910,-,-,27500
5150,NL 658751509,23-07-2025,17:28:07,!,13480,0,12,27500
5150,NL 658751509,22-07-2025,15:54:53,OK,28210,0,16,27500
5150,NL 658751509,21-07-2025,13:32:14,OK,22220,-,-,27500
5150,NL 658751509,20-07-2025,19:08:28,OK,18010,-,-,27500
5150,NL 658751509,20-07-2025,05:04:55,OK,15140,-,-,27500
5150,NL 658751509,19-07-2025,16:41:53,OK,12980,-,-,27500
5150,NL 658751509,19-07-2025,06:13:54,OK,15000,-,-,27500
5150,NL 658751509,18-07-2025,18:40:54,OK,17370,-,-,27500
5150,NL 658751509,18-07-2025,05:38:01,OK,14270,-,-,27500
5150,NL 658751509,17-07-2025,18:11:25,OK,13020,-,-,27500
5150,NL 658751509,17-07-2025,07:34:05,OK,17020,-,-,27500
5150,NL 658751509,16-07-2025,17:47:10,OK,16330,-,-,27500
5150,NL 658751509,16-07-2025,04:38:34,OK,12570,-,-,27500
5150,NL 658751509,15-07-2025,18:18:09,OK,12900,-,-,27500
5150,NL 658751509,15-07-2025,07:14:53,OK,19710,-,-,27500
5150,NL 658751509,14-07-2025,15:19:50,OK,13930,-,-,27500
5150,NL 658751509,14-07-2025,02:21:32,OK,23010,-,-,27500
5150,NL 658751509,13-07-2025,06:21:33,OK,11970,-,-,27500
5150,NL 658751509,12-07-2025,19:58:58,OK,14470,-,-,27500
5150,NL 658751509,12-07-2025,06:38:20,OK,20250,-,-,27500
5150,NL 658751509,11-07-2025,09:16:00,OK,23560,-,-,27500
5150,NL 658751509,10-07-2025,06:01:09,OK,17940,-,-,27500
5150,NL 658751509,09-07-2025,15:48:43,OK,11370,-,-,27500
5150,NL 658751509,09-07-2025,05:53:38,OK,23010,-,-,27500
5150,NL 658751509,08-07-2025,07:41:44,OK,15720,-,-,27500
5150,NL 658751509,07-07-2025,19:10:15,OK,17190,-,-,27500
5150,NL 658751509,07-07-2025,05:35:51,OK,15250,-,-,27500
5150,NL 658751509,06-07-2025,17:08:53,OK,18390,-,-,27500
5150,NL 658751509,06-07-2025,02:09:30,OK,18720,-,-,27500
5150,NL 658751509,05-07-2025,10:12:51,OK,15960,-,-,27500
5150,NL 658751509,04-07-2025,19:31:13,!,4890,-,-,27500
5150,NL 658751509,04-07-2025,09:27:39,OK,24870,-,-,27500
5150,NL 658751509,02-07-2025,12:45:58,OK,23070,-,-,27500
